"applicants","year","row_num","col_num","branch_type","grouping_title","reader_name","grouping_nametag","pct_change_vs_prior_record","academic_rating","non_academic_rating","onetest","rejected","confirm_admit","admit","admit_and_cancel","race_african_american","race_asian","race_hispanic","race_white","race_foreign","race_native_unknown","male","female","catholic","legacy","sibling","athlete","first_generation","public_school","catholic_school","private_school","na_school","science","arts","business","engineering","architecture","status_rotation","rejected_pct","confirm_admit_pct","admit_pct","admit_and_cancel_pct","race_rotation","african_american_pct","asian_pct","hispanic_pct","white_pct","foreign_pct","native_unknown_pct","cohort_rotation","male_pct","female_pct","catholic_pct","legacy_pct","sibling_pct","athlete_pct","first_generation_pct","hs_rotation","public_school_pct","catholic_school_pct","private_school_pct","na_school_pct","college_rotation","science_pct","arts_pct","business_pct","engineering_pct","architecture_pct"
"11647",2015,"3","3","Cohort","Catholic","TOTAL","2015 Catholic - 11647 applicants","0.028977825","10.2316","8.3466","1332.3585","8978","1624","58","987","279","677","1976","7870","506","339","5846","5801","11647","1290","904","115","1694","5413","4443","952","839","3226","3216","2621","2413","171","2.0000","0.7708","0.1394","0.0050","0.0847","1.0000","0.0240","0.0581","0.1697","0.6757","0.0434","0.0291","0.0000","0.5019","0.4981","1.0000","0.1108","0.0776","0.0099","0.1454","3.0000","0.4648","0.3815","0.0817","0.0720","4.0000","0.2770","0.2761","0.2250","0.2072","0.0147"
"11169",2016,"3","3","Cohort","Catholic","TOTAL","2016 Catholic - 11169 applicants","-0.041040611","10.22647506","8.427835975","1327.566479","8567","320","2261","21","298","607","1941","7408","536","379","5599","5570","11169","1132","797","103","1663","5303","4216","836","814","3203","2963","2593","2244","166","2.0000","0.7670","0.0287","0.2024","0.0019","1.0000","0.0267","0.0543","0.1738","0.6633","0.0480","0.0339","0.0000","0.5013","0.4987","1.0000","0.1014","0.0714","0.0092","0.1489","3.0000","0.4748","0.3775","0.0749","0.0729","4.0000","0.2868","0.2653","0.2322","0.2009","0.0149"
"1284",2010,"3","4","Cohort","Legacy","TOTAL","2010 Legacy - 1284 applicants","0","9.6846","9.9241","1346.324","615","499","52","118","19","32","63","1125","12","33","706","578","1119","1284","323","22","0","508","610","144","22","294","560","219","195","16","2.0000","0.4790","0.3886","0.0405","0.0919","1.0000","0.0148","0.0249","0.0491","0.8762","0.0093","0.0257","0.0000","0.5498","0.4502","0.8715","1.0000","0.2516","0.0171","0.0000","3.0000","0.3956","0.4751","0.1121","0.0171","4.0000","0.2290","0.4361","0.1706","0.1519","0.0125"
"1318",2011,"3","4","Cohort","Legacy","TOTAL","2011 Legacy - 1318 applicants","0.026479751","10.1225","10.0368","1351.2747","685","477","46","110","16","48","65","1156","7","26","676","642","1141","1318","339","20","0","567","601","124","26","304","544","245","201","24","2.0000","0.5197","0.3619","0.0349","0.0835","1.0000","0.0121","0.0364","0.0493","0.8771","0.0053","0.0197","0.0000","0.5129","0.4871","0.8657","1.0000","0.2572","0.0152","0.0000","3.0000","0.4302","0.4560","0.0941","0.0197","4.0000","0.2307","0.4127","0.1859","0.1525","0.0182"
"1330",2012,"3","4","Cohort","Legacy","TOTAL","2012 Legacy - 1330 applicants","0.009104704","10.2726","9.4323","1351.4436","680","485","64","101","16","47","77","1145","4","41","678","652","1137","1330","330","18","1","559","621","128","22","304","542","244","221","19","2.0000","0.5113","0.3647","0.0481","0.0759","1.0000","0.0120","0.0353","0.0579","0.8609","0.0030","0.0308","0.0000","0.5098","0.4902","0.8549","1.0000","0.2481","0.0135","0.0008","3.0000","0.4203","0.4669","0.0962","0.0165","4.0000","0.2286","0.4075","0.1835","0.1662","0.0143"
"1415",2013,"3","4","Cohort","Legacy","TOTAL","2013 Legacy - 1415 applicants","0.063909774","10.1456","8.7459","1357.2226","758","492","50","115","27","54","79","1206","12","37","733","682","1241","1415","293","14","0","627","590","159","39","318","535","298","246","18","2.0000","0.5357","0.3477","0.0353","0.0813","1.0000","0.0191","0.0382","0.0558","0.8523","0.0085","0.0261","0.0000","0.5180","0.4820","0.8770","1.0000","0.2071","0.0099","0.0000","3.0000","0.4431","0.4170","0.1124","0.0276","4.0000","0.2247","0.3781","0.2106","0.1739","0.0127"
"1367",2014,"3","4","Cohort","Legacy","TOTAL","2014 Legacy - 1367 applicants","-0.033922261","9.6463","8.5099","1369.2099","768","452","14","133","15","49","92","1178","8","25","723","644","1185","1367","322","20","2","579","619","150","19","336","471","271","267","22","2.0000","0.5618","0.3307","0.0102","0.0973","1.0000","0.0110","0.0358","0.0673","0.8617","0.0059","0.0183","0.0000","0.5289","0.4711","0.8669","1.0000","0.2356","0.0146","0.0015","3.0000","0.4236","0.4528","0.1097","0.0139","4.0000","0.2458","0.3446","0.1982","0.1953","0.0161"
"1445",2015,"3","4","Cohort","Legacy","TOTAL","2015 Legacy - 1445 applicants","0.057059254","9.5737","8.1616","1368.5675","871","451","4","119","20","48","89","1235","13","40","733","712","1290","1445","352","22","3","671","599","137","38","326","511","338","262","8","2.0000","0.6028","0.3121","0.0028","0.0824","1.0000","0.0138","0.0332","0.0616","0.8547","0.0090","0.0277","0.0000","0.5073","0.4927","0.8927","1.0000","0.2436","0.0152","0.0021","3.0000","0.4644","0.4145","0.0948","0.0263","4.0000","0.2256","0.3536","0.2339","0.1813","0.0055"
"1311",2016,"3","4","Cohort","Legacy","TOTAL","2016 Legacy - 1311 applicants","-0.092733564","9.136918383","8.25553013","1376.590389","728","142","438","3","30","55","88","1082","11","45","651","660","1132","1311","292","15","1","584","542","142","43","320","413","317","246","15","2.0000","0.5553","0.1083","0.3341","0.0023","1.0000","0.0229","0.0420","0.0671","0.8253","0.0084","0.0343","0.0000","0.4966","0.5034","0.8635","1.0000","0.2227","0.0114","0.0008","3.0000","0.4455","0.4134","0.1083","0.0328","4.0000","0.2441","0.3150","0.2418","0.1876","0.0114"
"948",2010,"3","5","Cohort","Sibling","TOTAL","2010 Sibling - 948 applicants","0","9.4757","9.9056","1344.4093","515","337","27","69","15","39","92","759","20","23","504","444","851","323","948","24","35","379","478","72","19","196","408","172","161","11","2.0000","0.5432","0.3555","0.0285","0.0728","1.0000","0.0158","0.0411","0.0970","0.8006","0.0211","0.0243","0.0000","0.5316","0.4684","0.8977","0.3407","1.0000","0.0253","0.0369","3.0000","0.3998","0.5042","0.0759","0.0200","4.0000","0.2068","0.4304","0.1814","0.1698","0.0116"
"1002",2011,"3","5","Cohort","Sibling","TOTAL","2011 Sibling - 1002 applicants","0.056962025","9.8104","9.979","1350.7086","569","348","32","53","18","39","102","814","9","20","494","508","895","339","1002","27","34","421","478","85","18","212","415","215","142","18","2.0000","0.5679","0.3473","0.0319","0.0529","1.0000","0.0180","0.0389","0.1018","0.8124","0.0090","0.0200","0.0000","0.4930","0.5070","0.8932","0.3383","1.0000","0.0269","0.0339","3.0000","0.4202","0.4770","0.0848","0.0180","4.0000","0.2116","0.4142","0.2146","0.1417","0.0180"
"982",2012,"3","5","Cohort","Sibling","TOTAL","2012 Sibling - 982 applicants","-0.01996008","9.7597","9.2933","1361.3136","539","336","38","69","17","56","107","758","17","27","493","489","882","330","982","22","40","374","481","97","30","236","371","190","173","12","2.0000","0.5489","0.3422","0.0387","0.0703","1.0000","0.0173","0.0570","0.1090","0.7719","0.0173","0.0275","0.0000","0.5020","0.4980","0.8982","0.3360","1.0000","0.0224","0.0407","3.0000","0.3809","0.4898","0.0988","0.0305","4.0000","0.2403","0.3778","0.1935","0.1762","0.0122"
"942",2013,"3","5","Cohort","Sibling","TOTAL","2013 Sibling - 942 applicants","-0.040733198","9.7824","8.5531","1359.8089","537","327","23","55","14","48","107","733","20","20","477","465","842","293","942","14","42","389","444","84","25","189","374","171","193","15","2.0000","0.5701","0.3471","0.0244","0.0584","1.0000","0.0149","0.0510","0.1136","0.7781","0.0212","0.0212","0.0000","0.5064","0.4936","0.8938","0.3110","1.0000","0.0149","0.0446","3.0000","0.4130","0.4713","0.0892","0.0265","4.0000","0.2006","0.3970","0.1815","0.2049","0.0159"
"971",2014,"3","5","Cohort","Sibling","TOTAL","2014 Sibling - 971 applicants","0.030785563","9.1674","8.3507","1377.3738","583","308","8","72","15","61","88","765","15","27","523","448","881","322","971","16","44","364","469","108","30","210","297","230","213","21","2.0000","0.6004","0.3172","0.0082","0.0742","1.0000","0.0154","0.0628","0.0906","0.7878","0.0154","0.0278","0.0000","0.5386","0.4614","0.9073","0.3316","1.0000","0.0165","0.0453","3.0000","0.3749","0.4830","0.1112","0.0309","4.0000","0.2163","0.3059","0.2369","0.2194","0.0216"
"995",2015,"3","5","Cohort","Sibling","TOTAL","2015 Sibling - 995 applicants","0.024716787","8.9774","7.9965","1377.5176","575","344","4","72","32","50","100","768","23","22","514","481","904","352","995","26","46","369","481","109","36","205","330","240","213","7","2.0000","0.5779","0.3457","0.0040","0.0724","1.0000","0.0322","0.0503","0.1005","0.7719","0.0231","0.0221","0.0000","0.5166","0.4834","0.9085","0.3538","1.0000","0.0261","0.0462","3.0000","0.3709","0.4834","0.1095","0.0362","4.0000","0.2060","0.3317","0.2412","0.2141","0.0070"
"884",2016,"3","5","Cohort","Sibling","TOTAL","2016 Sibling - 884 applicants","-0.111557789","8.821832579","8.078054299","1379.072398","498","102","284","0","21","64","95","662","16","26","461","423","797","292","884","20","39","344","427","81","32","177","252","262","178","15","2.0000","0.5633","0.1154","0.3213","0.0000","1.0000","0.0238","0.0724","0.1075","0.7489","0.0181","0.0294","0.0000","0.5215","0.4785","0.9016","0.3303","1.0000","0.0226","0.0441","3.0000","0.3891","0.4830","0.0916","0.0362","4.0000","0.2002","0.2851","0.2964","0.2014","0.0170"
"194",2010,"3","6","Cohort","Athlete","TOTAL","2010 Athlete - 194 applicants","0","12.25","7.9871","1239.3299","15","161","3","15","19","5","6","146","9","9","114","80","126","22","24","194","17","102","64","17","11","41","58","73","19","3","2.0000","0.0773","0.8299","0.0155","0.0773","1.0000","0.0979","0.0258","0.0309","0.7526","0.0464","0.0464","0.0000","0.5876","0.4124","0.6495","0.1134","0.1237","1.0000","0.0876","3.0000","0.5258","0.3299","0.0876","0.0567","4.0000","0.2113","0.2990","0.3763","0.0979","0.0155"
"201",2011,"3","6","Cohort","Athlete","TOTAL","2011 Athlete - 201 applicants","0.036082474","12.0174","7.7114","1264.4279","25","161","3","12","17","7","6","165","3","3","113","88","134","20","27","201","10","109","57","25","10","42","61","76","21","1","2.0000","0.1244","0.8010","0.0149","0.0597","1.0000","0.0846","0.0348","0.0299","0.8209","0.0149","0.0149","0.0000","0.5622","0.4378","0.6667","0.0995","0.1343","1.0000","0.0498","3.0000","0.5423","0.2836","0.1244","0.0498","4.0000","0.2090","0.3035","0.3781","0.1045","0.0050"
"195",2012,"3","6","Cohort","Athlete","TOTAL","2012 Athlete - 195 applicants","-0.029850746","11.9051","6.6769","1270.8718","25","153","8","9","21","10","12","144","5","3","111","84","125","18","22","195","22","108","49","27","11","46","51","78","18","2","2.0000","0.1282","0.7846","0.0410","0.0462","1.0000","0.1077","0.0513","0.0615","0.7385","0.0256","0.0154","0.0000","0.5692","0.4308","0.6410","0.0923","0.1128","1.0000","0.1128","3.0000","0.5538","0.2513","0.1385","0.0564","4.0000","0.2359","0.2615","0.4000","0.0923","0.0103"
"207",2013,"3","6","Cohort","Athlete","TOTAL","2013 Athlete - 207 applicants","0.061538462","12.0531","5.0411","1269.1304","39","143","10","15","31","3","7","149","9","8","123","84","133","14","14","207","20","108","61","21","17","46","54","82","23","2","2.0000","0.1884","0.6908","0.0483","0.0725","1.0000","0.1498","0.0145","0.0338","0.7198","0.0435","0.0386","0.0000","0.5942","0.4058","0.6425","0.0676","0.0676","1.0000","0.0966","3.0000","0.5217","0.2947","0.1014","0.0821","4.0000","0.2222","0.2609","0.3961","0.1111","0.0097"
"229",2014,"3","6","Cohort","Athlete","TOTAL","2014 Athlete - 229 applicants","0.106280193","12.2882","4.5895","1265.5895","48","166","4","11","25","9","13","168","12","2","134","95","140","20","16","229","16","109","67","35","18","46","45","111","26","1","2.0000","0.2096","0.7249","0.0175","0.0480","1.0000","0.1092","0.0393","0.0568","0.7336","0.0524","0.0087","0.0000","0.5852","0.4148","0.6114","0.0873","0.0699","1.0000","0.0699","3.0000","0.4760","0.2926","0.1528","0.0786","4.0000","0.2009","0.1965","0.4847","0.1135","0.0044"
"187",2015,"3","6","Cohort","Athlete","TOTAL","2015 Athlete - 187 applicants","-0.183406114","11.9011","4.6979","1274.492","20","160","0","7","27","13","6","132","6","3","114","73","115","22","26","187","15","95","53","25","14","36","32","100","16","3","2.0000","0.1070","0.8556","0.0000","0.0374","1.0000","0.1444","0.0695","0.0321","0.7059","0.0321","0.0160","0.0000","0.6096","0.3904","0.6150","0.1176","0.1390","1.0000","0.0802","3.0000","0.5080","0.2834","0.1337","0.0749","4.0000","0.1925","0.1711","0.5348","0.0856","0.0160"
"180",2016,"3","6","Cohort","Athlete","TOTAL","2016 Athlete - 180 applicants","-0.037433155","11.29722222","4.627777778","1294.333333","12","94","72","2","19","5","11","129","8","8","100","80","103","15","20","180","16","89","52","28","11","35","33","96","16","0","2.0000","0.0667","0.5222","0.4000","0.0111","1.0000","0.1056","0.0278","0.0611","0.7167","0.0444","0.0444","0.0000","0.5556","0.4444","0.5722","0.0833","0.1111","1.0000","0.0889","3.0000","0.4944","0.2889","0.1556","0.0611","4.0000","0.1944","0.1833","0.5333","0.0889","0.0000"
"1436",2010,"3","7","Cohort","First Gen","TOTAL","2010 First Gen - 1436 applicants","0","11.7434","10.1605","1242.0961","1129","137","106","64","137","219","363","537","124","56","696","740","796","0","35","17","1436","902","270","83","181","399","534","234","224","45","2.0000","0.7862","0.0954","0.0738","0.0446","1.0000","0.0954","0.1525","0.2528","0.3740","0.0864","0.0390","0.0000","0.4847","0.5153","0.5543","0.0000","0.0244","0.0118","1.0000","3.0000","0.6281","0.1880","0.0578","0.1260","4.0000","0.2779","0.3719","0.1630","0.1560","0.0313"
"1785",2011,"3","7","Cohort","First Gen","TOTAL","2011 First Gen - 1785 applicants","0.243036212","12.3146","10.3235","1240.0672","1464","142","103","76","197","243","520","632","133","60","861","924","1028","0","34","10","1785","1087","301","117","280","487","654","304","293","47","2.0000","0.8202","0.0796","0.0577","0.0426","1.0000","0.1104","0.1361","0.2913","0.3541","0.0745","0.0336","0.0000","0.4824","0.5176","0.5759","0.0000","0.0190","0.0056","1.0000","3.0000","0.6090","0.1686","0.0655","0.1569","4.0000","0.2728","0.3664","0.1703","0.1641","0.0263"
"2193",2012,"3","7","Cohort","First Gen","TOTAL","2012 First Gen - 2193 applicants","0.228571429","12.2355","9.6199","1236.9631","1838","184","107","64","217","349","634","810","90","93","982","1211","1226","1","40","22","2193","1374","413","107","299","695","744","380","321","53","2.0000","0.8381","0.0839","0.0488","0.0292","1.0000","0.0990","0.1591","0.2891","0.3694","0.0410","0.0424","0.0000","0.4478","0.5522","0.5591","0.0005","0.0182","0.0100","1.0000","3.0000","0.6265","0.1883","0.0488","0.1363","4.0000","0.3169","0.3393","0.1733","0.1464","0.0242"
"2156",2013,"3","7","Cohort","First Gen","TOTAL","2013 First Gen - 2156 applicants","-0.016871865","12.4993","9.1517","1233.5575","1813","182","89","72","228","360","717","696","100","55","998","1158","1161","0","42","20","2156","1390","332","87","347","538","742","342","489","45","2.0000","0.8409","0.0844","0.0413","0.0334","1.0000","0.1058","0.1670","0.3326","0.3228","0.0464","0.0255","0.0000","0.4629","0.5371","0.5385","0.0000","0.0195","0.0093","1.0000","3.0000","0.6447","0.1540","0.0404","0.1609","4.0000","0.2495","0.3442","0.1586","0.2268","0.0209"
"2917",2014,"3","7","Cohort","First Gen","TOTAL","2014 First Gen - 2917 applicants","0.35296846","12.4176","9.0972","1227.7785","2575","180","36","126","336","387","844","917","346","87","1294","1623","1535","2","44","16","2917","1769","442","146","560","888","840","568","560","61","2.0000","0.8828","0.0617","0.0123","0.0432","1.0000","0.1152","0.1327","0.2893","0.3144","0.1186","0.0298","0.0000","0.4436","0.5564","0.5262","0.0007","0.0151","0.0055","1.0000","3.0000","0.6064","0.1515","0.0501","0.1920","4.0000","0.3044","0.2880","0.1947","0.1920","0.0209"
"3055",2015,"3","7","Cohort","First Gen","TOTAL","2015 First Gen - 3055 applicants","0.047308879","12.989","8.9041","1209.5057","2732","171","11","141","375","332","919","1032","312","85","1342","1713","1694","3","46","15","3055","1818","467","122","648","974","809","629","573","70","2.0000","0.8943","0.0560","0.0036","0.0462","1.0000","0.1227","0.1087","0.3008","0.3378","0.1021","0.0278","0.0000","0.4393","0.5607","0.5545","0.0010","0.0151","0.0049","1.0000","3.0000","0.5951","0.1529","0.0399","0.2121","4.0000","0.3188","0.2648","0.2059","0.1876","0.0229"
"3138",2016,"3","7","Cohort","First Gen","TOTAL","2016 First Gen - 3138 applicants","0.027168576","12.98486297","9.058158062","1196.978967","2793","43","298","4","473","283","967","1009","326","80","1369","1769","1663","1","39","16","3138","1859","478","143","658","1055","847","599","582","55","2.0000","0.8901","0.0137","0.0950","0.0013","1.0000","0.1507","0.0902","0.3082","0.3215","0.1039","0.0255","0.0000","0.4363","0.5637","0.5300","0.0003","0.0124","0.0051","1.0000","3.0000","0.5924","0.1523","0.0456","0.2097","4.0000","0.3362","0.2699","0.1909","0.1855","0.0175"
"618",2010,"3.3","1","Cohort","Female","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Female - 618 applicants","0","11.33737864","9.776699029","1275.582524","465","76","45","32","30","119","169","264","11","25","0","618","395","24","23","11","123","342","192","55","29","163","328","74","38","15","2.0000","0.7524","0.1230","0.0728","0.0518","1.0000","0.0485","0.1926","0.2735","0.4272","0.0178","0.0405","0.0000","0.0000","1.0000","0.6392","0.0388","0.0372","0.0178","0.1990","3.0000","0.5534","0.3107","0.0890","0.0469","4.0000","0.2638","0.5307","0.1197","0.0615","0.0243"
"803",2013,"3.3","1","Cohort","Female","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Female - 803 applicants","0.299352751","12.08219178","8.703611457","1263.125778","658","73","34","38","40","156","262","299","23","23","0","803","477","32","38","9","230","453","194","81","75","189","397","113","96","8","2.0000","0.8194","0.0909","0.0423","0.0473","1.0000","0.0498","0.1943","0.3263","0.3724","0.0286","0.0286","0.0000","0.0000","1.0000","0.5940","0.0399","0.0473","0.0112","0.2864","3.0000","0.5641","0.2416","0.1009","0.0934","4.0000","0.2354","0.4944","0.1407","0.1196","0.0100"
"823",2014,"3.3","1","Cohort","Female","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Female - 823 applicants","0.0249066","11.68590522","9.030984204","1265.09113","674","72","20","57","33","177","257","292","31","33","0","823","514","33","21","8","258","487","184","77","75","234","334","159","78","18","2.0000","0.8190","0.0875","0.0243","0.0693","1.0000","0.0401","0.2151","0.3123","0.3548","0.0377","0.0401","0.0000","0.0000","1.0000","0.6245","0.0401","0.0255","0.0097","0.3135","3.0000","0.5917","0.2236","0.0936","0.0911","4.0000","0.2843","0.4058","0.1932","0.0948","0.0219"
"818",2016,"3.3","1","Cohort","Female","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Female - 818 applicants","-0.006075334","11.89914425","8.817237164","1256.95599","680","7","130","1","40","134","309","255","39","41","0","818","543","31","25","6","272","471","213","56","78","271","333","128","75","11","2.0000","0.8313","0.0086","0.1589","0.0012","1.0000","0.0489","0.1638","0.3778","0.3117","0.0477","0.0501","0.0000","0.0000","1.0000","0.6638","0.0379","0.0306","0.0073","0.3325","3.0000","0.5758","0.2604","0.0685","0.0954","4.0000","0.3313","0.4071","0.1565","0.0917","0.0134"
"544",2010,"3.3","2","Cohort","Male","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Male - 544 applicants","0","11.08731618","9.851102941","1300.147059","391","65","47","41","32","104","144","221","22","21","544","0","356","33","22","6","117","277","182","58","27","115","189","117","105","18","2.0000","0.7188","0.1195","0.0864","0.0754","1.0000","0.0588","0.1912","0.2647","0.4063","0.0404","0.0386","0.0000","1.0000","0.0000","0.6544","0.0607","0.0404","0.0110","0.2151","3.0000","0.5092","0.3346","0.1066","0.0496","4.0000","0.2114","0.3474","0.2151","0.1930","0.0331"
"670",2013,"3.3","2","Cohort","Male","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Male - 670 applicants","0.231617647","11.29402985","8.991791045","1303.029851","523","66","41","40","19","135","219","257","24","16","670","0","409","32","34","6","188","355","189","81","45","134","188","167","166","15","2.0000","0.7806","0.0985","0.0612","0.0597","1.0000","0.0284","0.2015","0.3269","0.3836","0.0358","0.0239","0.0000","1.0000","0.0000","0.6104","0.0478","0.0507","0.0090","0.2806","3.0000","0.5299","0.2821","0.1209","0.0672","4.0000","0.2000","0.2806","0.2493","0.2478","0.0224"
"693",2014,"3.3","2","Cohort","Male","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Male - 693 applicants","0.034328358","10.84126984","9.026695527","1310.764791","552","75","15","51","26","131","207","269","27","33","693","0","418","36","29","14","205","359","206","76","52","146","180","177","172","18","2.0000","0.7965","0.1082","0.0216","0.0736","1.0000","0.0375","0.1890","0.2987","0.3882","0.0390","0.0476","0.0000","1.0000","0.0000","0.6032","0.0519","0.0418","0.0202","0.2958","3.0000","0.5180","0.2973","0.1097","0.0750","4.0000","0.2107","0.2597","0.2554","0.2482","0.0260"
"686",2016,"3.3","2","Cohort","Male","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Male - 686 applicants","-0.01010101","11.14577259","8.939504373","1305.860058","566","8","112","0","26","134","224","242","25","35","686","0","411","27","31","7","188","357","208","62","59","150","175","187","164","10","2.0000","0.8251","0.0117","0.1633","0.0000","1.0000","0.0379","0.1953","0.3265","0.3528","0.0364","0.0510","0.0000","1.0000","0.0000","0.5991","0.0394","0.0452","0.0102","0.2741","3.0000","0.5204","0.3032","0.0904","0.0860","4.0000","0.2187","0.2551","0.2726","0.2391","0.0146"
"751",2010,"3.3","3","Cohort","Catholic","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Catholic - 751 applicants","0","11.33621838","9.812250333","1280.719041","536","109","57","49","21","91","253","341","15","30","356","395","751","53","41","7","144","337","328","55","31","180","333","115","105","18","2.0000","0.7137","0.1451","0.0759","0.0652","1.0000","0.0280","0.1212","0.3369","0.4541","0.0200","0.0399","0.0000","0.4740","0.5260","1.0000","0.0706","0.0546","0.0093","0.1917","3.0000","0.4487","0.4368","0.0732","0.0413","4.0000","0.2397","0.4434","0.1531","0.1398","0.0240"
"886",2013,"3.3","3","Cohort","Catholic","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Catholic - 886 applicants","0.17976032","12.0744921","8.853273138","1265.248307","702","107","31","46","16","98","371","366","14","21","409","477","886","51","59","11","249","408","336","81","61","205","366","152","150","13","2.0000","0.7923","0.1208","0.0350","0.0519","1.0000","0.0181","0.1106","0.4187","0.4131","0.0158","0.0237","0.0000","0.4616","0.5384","1.0000","0.0576","0.0666","0.0124","0.2810","3.0000","0.4605","0.3792","0.0914","0.0688","4.0000","0.2314","0.4131","0.1716","0.1693","0.0147"
"932",2014,"3.3","3","Cohort","Catholic","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Catholic - 932 applicants","0.051918736","11.80311159","9.035944206","1266.93133","742","112","16","62","26","118","365","371","17","35","418","514","932","58","46","11","276","459","341","70","62","255","315","192","151","19","2.0000","0.7961","0.1202","0.0172","0.0665","1.0000","0.0279","0.1266","0.3916","0.3981","0.0182","0.0376","0.0000","0.4485","0.5515","1.0000","0.0622","0.0494","0.0118","0.2961","3.0000","0.4925","0.3659","0.0751","0.0665","4.0000","0.2736","0.3380","0.2060","0.1620","0.0204"
"954",2016,"3.3","3","Cohort","Catholic","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Catholic - 954 applicants","0.02360515","11.98480084","8.938679245","1257.348008","787","11","155","1","23","105","447","311","25","43","411","543","954","46","46","7","303","471","358","45","80","268","336","184","155","11","2.0000","0.8249","0.0115","0.1625","0.0010","1.0000","0.0241","0.1101","0.4686","0.3260","0.0262","0.0451","0.0000","0.4308","0.5692","1.0000","0.0482","0.0482","0.0073","0.3176","3.0000","0.4937","0.3753","0.0472","0.0839","4.0000","0.2809","0.3522","0.1929","0.1625","0.0115"
"57",2010,"3.3","4","Cohort","Legacy","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Legacy - 57 applicants","0","9.938596491","9.807017544","1334.210526","23","26","6","2","0","3","6","43","1","4","33","24","53","57","14","1","0","14","35","7","1","12","25","12","8","0","2.0000","0.4035","0.4561","0.1053","0.0351","1.0000","0.0000","0.0526","0.1053","0.7544","0.0175","0.0702","0.0000","0.5789","0.4211","0.9298","1.0000","0.2456","0.0175","0.0000","3.0000","0.2456","0.6140","0.1228","0.0175","4.0000","0.2105","0.4386","0.2105","0.1404","0.0000"
"64",2013,"3.3","4","Cohort","Legacy","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Legacy - 64 applicants","0.122807018","10.1484375","8.9921875","1357.1875","30","29","1","4","1","6","4","52","0","1","32","32","51","64","17","1","0","21","26","15","2","9","28","18","6","3","2.0000","0.4688","0.4531","0.0156","0.0625","1.0000","0.0156","0.0938","0.0625","0.8125","0.0000","0.0156","0.0000","0.5000","0.5000","0.7969","1.0000","0.2656","0.0156","0.0000","3.0000","0.3281","0.4063","0.2344","0.0313","4.0000","0.1406","0.4375","0.2813","0.0938","0.0469"
"69",2014,"3.3","4","Cohort","Legacy","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Legacy - 69 applicants","0.078125","9.384057971","8.311594203","1378.26087","32","27","0","10","1","5","13","48","0","2","36","33","58","69","12","4","1","25","36","8","0","20","31","7","9","2","2.0000","0.4638","0.3913","0.0000","0.1449","1.0000","0.0145","0.0725","0.1884","0.6957","0.0000","0.0290","0.0000","0.5217","0.4783","0.8406","1.0000","0.1739","0.0580","0.0145","3.0000","0.3623","0.5217","0.1159","0.0000","4.0000","0.2899","0.4493","0.1014","0.1304","0.0290"
"58",2016,"3.3","4","Cohort","Legacy","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Legacy - 58 applicants","-0.15942029","9.706896552","8.172413793","1360","33","3","22","0","2","8","10","37","0","1","27","31","46","58","13","1","0","30","20","6","2","14","23","12","7","2","2.0000","0.5690","0.0517","0.3793","0.0000","1.0000","0.0345","0.1379","0.1724","0.6379","0.0000","0.0172","0.0000","0.4655","0.5345","0.7931","1.0000","0.2241","0.0172","0.0000","3.0000","0.5172","0.3448","0.1034","0.0345","4.0000","0.2414","0.3966","0.2069","0.1207","0.0345"
"45",2010,"3.3","5","Cohort","Sibling","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Sibling - 45 applicants","0","10.75555556","9.833333333","1304.444444","27","13","2","3","1","3","14","27","0","0","22","23","41","14","45","0","3","16","25","3","1","9","22","7","7","0","2.0000","0.6000","0.2889","0.0444","0.0667","1.0000","0.0222","0.0667","0.3111","0.6000","0.0000","0.0000","0.0000","0.4889","0.5111","0.9111","0.3111","1.0000","0.0000","0.0667","3.0000","0.3556","0.5556","0.0667","0.0222","4.0000","0.2000","0.4889","0.1556","0.1556","0.0000"
"72",2013,"3.3","5","Cohort","Sibling","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Sibling - 72 applicants","0.6","10.99305556","8.791666667","1325.694444","40","24","3","5","0","8","18","42","0","4","34","38","59","17","72","2","5","33","24","13","2","16","33","14","8","1","2.0000","0.5556","0.3333","0.0417","0.0694","1.0000","0.0000","0.1111","0.2500","0.5833","0.0000","0.0556","0.0000","0.4722","0.5278","0.8194","0.2361","1.0000","0.0278","0.0694","3.0000","0.4583","0.3333","0.1806","0.0278","4.0000","0.2222","0.4583","0.1944","0.1111","0.0139"
